Sigma X Pos,Sigma Y Pos,Sigma X Vel,Sigma Y Vel,Sigma X Acc,Sigma Y Acc
8.29465306872 ,  8.29465306872 ,  4.59583194052 ,  4.59583194052 ,  0.937353187955 ,  0.937353187955
8.45803928246 ,  8.45803928246 ,  4.65171568232 ,  4.65171568232 ,  0.937579369879 ,  0.937579369879
8.2746555183 ,  8.2746555183 ,  4.59469670748 ,  4.59469670748 ,  0.940985896446 ,  0.940985896446
8.46963152518 ,  8.46963152518 ,  4.66056197683 ,  4.66056197683 ,  0.940522378176 ,  0.940522378176
8.33973907291 ,  8.33973907291 ,  4.61884123026 ,  4.61884123026 ,  0.942271247683 ,  0.942271247683
8.27436481231 ,  8.27436481231 ,  4.60341320022 ,  4.60341320022 ,  0.945178790258 ,  0.945178790258
8.58466763587 ,  8.58466763587 ,  4.70397131457 ,  4.70397131457 ,  0.941819885499 ,  0.941819885499
8.4974159574 ,  8.4974159574 ,  4.67004005493 ,  4.67004005493 ,  0.940126907724 ,  0.940126907724
8.4640854953 ,  8.4640854953 ,  4.6587785102 ,  4.6587785102 ,  0.939427838691 ,  0.939427838691
8.41583266162 ,  8.41583266162 ,  4.64472895694 ,  4.64472895694 ,  0.939747716959 ,  0.939747716959
8.42102836597 ,  8.42102836597 ,  4.64817156722 ,  4.64817156722 ,  0.939950587433 ,  0.939950587433
8.49721315014 ,  8.49721315014 ,  4.67148551991 ,  4.67148551991 ,  0.938641599753 ,  0.938641599753
8.51833068336 ,  8.51833068336 ,  4.67427994726 ,  4.67427994726 ,  0.937016699242 ,  0.937016699242
8.53758751664 ,  8.53758751664 ,  4.67620153932 ,  4.67620153932 ,  0.935263719383 ,  0.935263719383
8.65341110904 ,  8.65341110904 ,  4.70658477698 ,  4.70658477698 ,  0.931556579667 ,  0.931556579667
8.6624037771 ,  8.6624037771 ,  4.70097389928 ,  4.70097389928 ,  0.928109352362 ,  0.928109352362
8.30222107062 ,  8.30222107062 ,  4.5883250089 ,  4.5883250089 ,  0.932039102224 ,  0.932039102224
8.51029046941 ,  8.51029046941 ,  4.66112940184 ,  4.66112940184 ,  0.932042355233 ,  0.932042355233
8.64610983836 ,  8.64610983836 ,  4.6986455376 ,  4.6986455376 ,  0.929122779237 ,  0.929122779237
8.37381447536 ,  8.37381447536 ,  4.6104616216 ,  4.6104616216 ,  0.931657434749 ,  0.931657434749
8.5626134755 ,  8.5626134755 ,  4.67282057338 ,  4.67282057338 ,  0.930704506095 ,  0.930704506095
8.36921962777 ,  8.36921962777 ,  4.61129987773 ,  4.61129987773 ,  0.933251591901 ,  0.933251591901
8.50319277263 ,  8.50319277263 ,  4.65671945728 ,  4.65671945728 ,  0.933212775712 ,  0.933212775712
8.47502826749 ,  8.47502826749 ,  4.64631641908 ,  4.64631641908 ,  0.933497253749 ,  0.933497253749
8.34491275621 ,  8.34491275621 ,  4.60756367371 ,  4.60756367371 ,  0.936238185145 ,  0.936238185145
8.64683764055 ,  8.64683764055 ,  4.70412251103 ,  4.70412251103 ,  0.933061605689 ,  0.933061605689
8.51923575487 ,  8.51923575487 ,  4.65819227949 ,  4.65819227949 ,  0.932327392419 ,  0.932327392419
8.40070638696 ,  8.40070638696 ,  4.62300130361 ,  4.62300130361 ,  0.934120960449 ,  0.934120960449
8.34889981434 ,  8.34889981434 ,  4.612450343 ,  4.612450343 ,  0.936753135765 ,  0.936753135765
8.5217606656 ,  8.5217606656 ,  4.66985785014 ,  4.66985785014 ,  0.935778569215 ,  0.935778569215
8.74840281133 ,  8.74840281133 ,  4.733448501 ,  4.733448501 ,  0.930324525678 ,  0.930324525678
8.6725469499 ,  8.6725469499 ,  4.6992063644 ,  4.6992063644 ,  0.926867227854 ,  0.926867227854
8.61549345279 ,  8.61549345279 ,  4.67723902727 ,  4.67723902727 ,  0.925150665746 ,  0.925150665746
8.54568199659 ,  8.54568199659 ,  4.65472366973 ,  4.65472366973 ,  0.925082714038 ,  0.925082714038
8.48677753716 ,  8.48677753716 ,  4.63782813864 ,  4.63782813864 ,  0.926225700134 ,  0.926225700134
8.47466961986 ,  8.47466961986 ,  4.63598348973 ,  4.63598348973 ,  0.927522643189 ,  0.927522643189
8.43984589891 ,  8.43984589891 ,  4.62652919467 ,  4.62652919467 ,  0.929327704807 ,  0.929327704807
8.4537766098 ,  8.4537766098 ,  4.63236510093 ,  4.63236510093 ,  0.930700890656 ,  0.930700890656
Exiting due to keyboard interrupt.
