Mu X Pos,Mu Y Pos,Mu X Vel,Mu Y Vel,Mu X Acc,Mu Y Acc,Obs X Pos,Obs Y Pos
72.6308167955 ,  176.552691873 ,  21.9824627618 ,  -14.9880050292 ,  2.77253361556 ,  -5.8244401696 , 56.3168092299 , 170.631654033
72.4608662186 ,  168.276048788 ,  18.899299232 ,  -19.1577989336 ,  1.59436417161 ,  -6.31563669049 , 56.4831714425 , 157.587906475
67.4842782457 ,  160.771793535 ,  13.0207083275 ,  -22.2638922709 ,  -0.171106997596 ,  -6.46340914164 , 41.3122693125 , 155.138044277
61.4200099328 ,  154.309682393 ,  7.01922407961 ,  -24.2614700482 ,  -1.78730067102 ,  -6.2995065096 , 36.715200117 , 153.333180384
54.4671812055 ,  148.382597206 ,  1.05091301881 ,  -25.5610942707 ,  -3.22645571983 ,  -5.95533803151 , 31.6477193208 , 150.075413507
46.5175292305 ,  143.572217643 ,  -4.93351189909 ,  -25.831046196 ,  -4.51117906266 ,  -5.36030259836 , 25.313577194 , 149.220514879
37.0347516002 ,  139.578429657 ,  -11.2111796079 ,  -25.3286997409 ,  -5.71608271398 ,  -4.60275613739 , 16.3198184086 , 147.823781827
28.7956819266 ,  135.030295804 ,  -15.9704137604 ,  -25.0806423023 ,  -6.39912483547 ,  -3.97009719217 , 15.6794114824 , 141.28813464
-2.63143866138 ,  188.736638101 ,  -20.7200364918 ,  64.7485871564 ,  -1.63054995497 ,  6.27633131757 , 2.83108315237 , 200.583640705
-10.5718008362 ,  211.277548899 ,  -19.4762940569 ,  59.702082672 ,  -1.26031105997 ,  4.98095955276 , -9.14242049823 , 205.597447658
-11.1056821294 ,  214.923871768 ,  -14.1172001226 ,  45.4286054968 ,  -0.650523636882 ,  3.23545865147 , -5.61232441792 , 199.722330317
-6.57780485957 ,  212.796522256 ,  -6.53742165077 ,  31.9501114428 ,  -0.0138486955221 ,  1.85630022785 , 2.85599137972 , 195.188034462
-6.9974114491 ,  211.21821093 ,  -5.24390812885 ,  23.3221876508 ,  0.125436676095 ,  1.01211007318 , -5.01326130618 , 197.132896844
-8.72409733108 ,  213.765409402 ,  -5.27078471245 ,  20.2086584473 ,  0.174418170571 ,  0.599260096806 , -8.84959779396 , 207.245425696
-9.68850944287 ,  212.847454058 ,  -4.80652040341 ,  15.733182753 ,  0.248051408658 ,  0.160651552588 , -8.71829185552 , 201.880979618
-8.48087612429 ,  212.324807105 ,  -3.12172964939 ,  12.6190529973 ,  0.382074356565 ,  -0.165207658957 , -3.85992477299 , 203.265043461
-5.64726385548 ,  214.458092195 ,  -0.840721120846 ,  11.6573692151 ,  0.546245941591 ,  -0.347377948545 , 1.67922980816 , 211.373307502
-1.6669406415 ,  212.99576013 ,  1.63464118503 ,  8.94346160319 ,  0.728390951296 ,  -0.659745338785 , 7.41290954577 , 202.763228915
-2.25143814375 ,  211.926162977 ,  1.2824307362 ,  6.8808728456 ,  0.660137108983 ,  -0.925991549542 , -4.68205993185 , 203.646768087
-3.44386339729 ,  210.398047985 ,  0.649533910179 ,  4.8511565753 ,  0.551828341549 ,  -1.20448555813 , -7.33154022989 , 201.860652423
-0.474543097259 ,  208.158085809 ,  2.27566820754 ,  2.63950097663 ,  0.759457039886 ,  -1.52624217159 , 6.93873404258 , 198.697955643
-1.17698450948 ,  206.865299689 ,  1.76907175127 ,  1.13679939844 ,  0.612987220002 ,  -1.74023974039 , -4.82152604391 , 201.338600338
-0.0473791454719 ,  203.554997869 ,  2.29540481394 ,  -1.33141477254 ,  0.667002538521 ,  -2.14834062202 , 1.78763027484 , 193.402315801
-0.694547778399 ,  204.793843228 ,  1.74904581665 ,  -0.993952739167 ,  0.484350696373 ,  -1.93328417051 , -4.28697834106 , 209.332072591
0.0147997957477 ,  203.221315637 ,  2.01983467397 ,  -2.28700057315 ,  0.499949616749 ,  -2.10557432446 , 0.681094372855 , 199.551901045
0.751172038632 ,  200.754575698 ,  2.2703121264 ,  -3.98471368219 ,  0.508265044628 ,  -2.36220708802 , 1.27445780653 , 195.625131308
2.54884834799 ,  200.986072592 ,  3.15078613262 ,  -3.8001113463 ,  0.675360672205 ,  -2.11307975737 , 5.79614999907 , 204.566685863
1.23939037025 ,  200.160613708 ,  1.95165142943 ,  -4.23986273078 ,  0.285956961301 ,  -2.04088421509 , -4.56202591314 , 200.714898192
-0.157078992023 ,  198.968211008 ,  0.784443349074 ,  -4.8185374664 ,  -0.057470730827 ,  -2.00512280668 , -5.21685156947 , 198.864531912
1.1900890716 ,  200.162863695 ,  1.50497776141 ,  -3.73198459395 ,  0.125920992033 ,  -1.53238681112 , 4.10601792767 , 206.636322637
2.57338587251 ,  200.132875469 ,  2.16478093868 ,  -3.49892931126 ,  0.272109178859 ,  -1.32388874264 , 4.98615766097 , 202.694393704
1.70362655239 ,  201.447166342 ,  1.29269112164 ,  -2.38885333837 ,  0.00818066766667 ,  -0.912201475578 , -1.93673701478 , 207.107202696
3.16013673301 ,  199.225627066 ,  2.00274682044 ,  -3.64526447067 ,  0.17488475827 ,  -1.14315770011 , 5.87531620387 , 195.373567856
3.60347811846 ,  201.165969199 ,  1.98792394276 ,  -2.08170951189 ,  0.139260542879 ,  -0.635590721243 , 3.36318281333 , 208.424313604
1.41591136481 ,  200.703440649 ,  0.281288174587 ,  -2.18099468437 ,  -0.31721119828 ,  -0.594767410482 , -5.33940849736 , 201.012993345
0.951181349142 ,  199.241633323 ,  -0.154265995851 ,  -2.87564458448 ,  -0.405516986423 ,  -0.702908754194 , -0.372193076739 , 197.23007211
1.68710427795 ,  201.492876748 ,  0.219517640125 ,  -1.15748327398 ,  -0.283113033851 ,  -0.199636232853 , 3.58445924824 , 208.9421222
2.21545369409 ,  203.111193922 ,  0.416885320315 ,  0.00893828235854 ,  -0.214723871636 ,  0.115450761601 , 3.30110373541 , 207.779481496
3.13421692496 ,  203.123026267 ,  0.85055036465 ,  0.0471630647374 ,  -0.0971691616045 ,  0.116739938057 , 5.051959085 , 203.144745326
0.767776389119 ,  205.219470073 ,  -0.776817834889 ,  1.36013366652 ,  -0.49915337358 ,  0.431100373719 , -5.56545760417 , 210.286847551
0.0983233412689 ,  206.607512511 ,  -1.19326506098 ,  2.09904387498 ,  -0.559625930394 ,  0.569684397375 , -1.01647036664 , 209.093641679
1.84044644697 ,  204.062705587 ,  -0.0765427517703 ,  0.339633666062 ,  -0.234947090772 ,  0.0771149868302 , 7.01312041035 , 196.263012562
-0.877397033912 ,  203.61780047 ,  -1.79637535039 ,  0.0299748787418 ,  -0.641908285377 ,  -0.00788715544408 , -7.64728233244 , 202.262819182
-1.69239333975 ,  202.034367234 ,  -2.1679014022 ,  -0.949751213728 ,  -0.67160617108 ,  -0.249466892432 , -2.48547842591 , 198.019491468
-4.43914558018 ,  201.966304346 ,  -3.6768055441 ,  -0.90061485513 ,  -0.977816552891 ,  -0.211111043051 , -9.9405035498 , 202.450492141
-4.02734047678 ,  201.029918566 ,  -3.06261732951 ,  -1.38087140692 ,  -0.721321400126 ,  -0.306389719881 , -0.360696074064 , 199.289690001
-2.65030070856 ,  199.142108055 ,  -1.8943853936 ,  -2.39531328112 ,  -0.352338653135 ,  -0.523247907588 , 3.01329596007 , 195.281079785
-1.98965972352 ,  200.075428866 ,  -1.26031408077 ,  -1.55454858453 ,  -0.151859177825 ,  -0.254731872632 , 1.0398220678 , 204.156715245
-2.04413176296 ,  200.341527116 ,  -1.12337314334 ,  -1.19806733823 ,  -0.0949941436166 ,  -0.133460528235 , -1.30324866527 , 202.111232286
-0.543527955851 ,  200.581885457 ,  -0.029664612518 ,  -0.881027527437 ,  0.194649486531 ,  -0.033473259713 , 4.09448247941 , 202.047980982
-0.862825167563 ,  200.35951211 ,  -0.169627832172 ,  -0.879933962325 ,  0.147021551436 ,  -0.0221352321491 , -1.66426092518 , 200.401783342
-1.69589518653 ,  200.982430301 ,  -0.61733748684 ,  -0.353268272142 ,  0.0274271160533 ,  0.119209552707 , -3.73026503355 , 203.205572114
-4.8131497647 ,  202.777303008 ,  -2.43427333541 ,  0.851577622293 ,  -0.420877483227 ,  0.414642529786 , -12.3877182732 , 207.642266555
-5.69008841967 ,  204.671932242 ,  -2.67779212837 ,  1.99349599763 ,  -0.428357116638 ,  0.662290780013 , -6.21910393184 , 208.930406938
-3.66227572026 ,  205.240590573 ,  -1.08426104731 ,  2.18818194299 ,  0.0249889808189 ,  0.64567666455 , 3.42731410826 , 205.295783217
-3.72958625136 ,  204.710105638 ,  -0.932633200803 ,  1.661842427 ,  0.0719255162504 ,  0.447790019616 , -3.13243257558 , 201.798204851
-1.70880305945 ,  203.193441119 ,  0.51642758109 ,  0.544910818889 ,  0.437465172012 ,  0.117871136568 , 3.97032874735 , 198.198471864
-2.15845383138 ,  203.415624717 ,  0.276236238707 ,  0.613430370054 ,  0.338295222102 ,  0.12030738517 , -3.61828300688 , 203.538077686
-2.32870839695 ,  203.54947841 ,  0.225858991041 ,  0.612910600097 ,  0.295918060292 ,  0.104408639946 , -2.929796807 , 203.40131932
-0.812773563828 ,  201.776861754 ,  1.20111496091 ,  -0.55603690132 ,  0.510643127675 ,  -0.199578703889 , 2.41124029258 , 197.351187037
-2.35731191484 ,  200.343302728 ,  0.194187046194 ,  -1.37825520161 ,  0.209451530679 ,  -0.380175005692 , -6.63510775342 , 197.589519618
-1.07353968707 ,  195.889323871 ,  0.997095111788 ,  -3.91150923126 ,  0.387119791264 ,  -0.955617813532 , 1.592779266 , 187.142251891
-1.24181314808 ,  188.883409132 ,  0.826436501207 ,  -7.65204888705 ,  0.304676207242 ,  -1.7499607451 , -2.32436165066 , 176.433761595
-1.31719069966 ,  178.998138728 ,  0.715388396087 ,  -12.5626104382 ,  0.243867100041 ,  -2.71365033875 , -2.09255313754 , 163.648556793
-1.73208583016 ,  168.517876288 ,  0.411506150582 ,  -17.2951118966 ,  0.145249620642 ,  -3.52089356759 , -3.12756417823 , 154.284902504
-1.9133612325 ,  161.919730605 ,  0.270021499147 ,  -18.8892092718 ,  0.0953313787357 ,  -3.44019775916 , -2.60706196366 , 160.522500635
2.60391972534 ,  150.778895814 ,  2.91468640317 ,  -22.8146511279 ,  0.714959450959 ,  -3.90536411226 , 12.0248550981 , 140.877622684
7.04900266964 ,  139.423523049 ,  5.16726828817 ,  -26.0676221577 ,  1.15911434675 ,  -4.11600580444 , 14.1229011938 , 132.865459065
11.4891302578 ,  130.631557514 ,  7.10404143211 ,  -27.2681306799 ,  1.46776751878 ,  -3.79531919457 , 16.8887041296 , 131.530828327
14.5488343221 ,  118.54664778 ,  7.91744924677 ,  -29.9270359136 ,  1.46305342297 ,  -3.82463052135 , 15.5400286057 , 114.033607123
20.7219470022 ,  109.043531889 ,  10.4283428777 ,  -30.8063960938 ,  1.85405453046 ,  -3.42531845034 , 27.9071255996 , 110.572359772
25.6473639434 ,  101.669630282 ,  11.7996093327 ,  -29.9784015284 ,  1.91679240346 ,  -2.64220620324 , 28.2099022734 , 108.958098453
30.3896075948 ,  95.1671578777 ,  12.6801895626 ,  -28.1748223111 ,  1.83481160414 ,  -1.69062710229 , 30.9308776122 , 104.962916793
39.9063723395 ,  90.8770191919 ,  16.1138222293 ,  -25.2242216289 ,  2.34472658207 ,  -0.579423026867 , 49.4454717857 , 103.30367567
49.3330664488 ,  86.0876687473 ,  19.1446335641 ,  -23.1879990371 ,  2.69685089454 ,  0.188821018033 , 57.2570586605 , 94.053951486
58.448561433 ,  82.6550013601 ,  21.4811323901 ,  -20.453308713 ,  2.827147517 ,  1.03566375854 , 63.4867853253 , 92.2848003738
67.4597489529 ,  80.8785817753 ,  23.2008339784 ,  -16.8432320211 ,  2.77217546104 ,  1.98486550054 , 69.9492952611 , 92.4770276667
77.9081214015 ,  79.582990886 ,  25.1726155985 ,  -13.1595003596 ,  2.75073288141 ,  2.82651456069 , 81.1221001351 , 89.8586609844
89.6944056834 ,  79.9586860532 ,  27.5843879297 ,  -9.11235588866 ,  2.81820607362 ,  3.64613517183 , 94.5667175745 , 90.4608232534
100.369159679 ,  76.2853297899 ,  28.8318559534 ,  -7.90374107903 ,  2.58641600423 ,  3.70142345978 , 101.040672725 , 75.7390920865
106.349366917 ,  75.6383997719 ,  27.5179698716 ,  -5.48238154965 ,  1.79629582658 ,  4.04564069394 , 98.4334782412 , 79.8215946542
116.983501047 ,  68.8667630999 ,  28.1694266531 ,  -6.55693690707 ,  1.51020386504 ,  3.49487956595 , 116.816198064 , 59.5821473463
125.133265781 ,  63.4869624694 ,  27.7249605047 ,  -7.09721088306 ,  1.00647440528 ,  3.15807658271 , 121.647027354 , 57.1691984416
134.607480508 ,  58.0472361906 ,  27.6396529067 ,  -7.53181967432 ,  0.624609762654 ,  2.86269015381 , 132.976390432 , 52.3352105676
140.3658669 ,  49.3456916624 ,  25.4540997364 ,  -9.90472825438 ,  -0.201935157525 ,  2.16050333259 , 131.742662071 , 37.1588251111
143.469780984 ,  43.7819886257 ,  22.4110293153 ,  -10.5267473984 ,  -1.13541815788 ,  1.95653922968 , 132.416584687 , 38.8489541265
147.931914264 ,  38.646194836 ,  19.8513866428 ,  -10.5415333328 ,  -1.84939194137 ,  1.89443885519 , 140.114660508 , 35.9753345495
150.434130542 ,  32.999210265 ,  16.9210121027 ,  -11.156761546 ,  -2.57837636382 ,  1.71595532892 , 141.761254629 , 28.3576339263
153.554234406 ,  23.2901776848 ,  14.030454738 ,  -13.6256195921 ,  -3.18467797936 ,  1.11126054727 , 146.684738157 , 12.0331253008
153.257800883 ,  15.6751927037 ,  10.1580759162 ,  -15.0449773485 ,  -3.97169575043 ,  0.837907432802 , 142.797485326 , 9.04993364822
156.754671319 ,  5.40436136269 ,  8.81837357686 ,  -17.7010790129 ,  -4.06889283388 ,  0.312341455987 , 156.825806039 , -5.56547182883
159.344049836 ,  -1.51937887168 ,  6.73424194889 ,  -17.5699983585 ,  -4.26960248969 ,  0.491336968334 , 157.606414269 , -1.48873060935
160.503792864 ,  -7.24494699245 ,  4.59144755726 ,  -17.1953832064 ,  -4.48976684838 ,  0.714071943064 , 158.101770064 , -6.50566098585
161.010580104 ,  -18.6435182201 ,  2.45495884537 ,  -20.1189891445 ,  -4.67415919373 ,  0.15722360675 , 158.801762627 , -30.2684151783
159.333880329 ,  -31.1971790653 ,  -0.802186113911 ,  -22.883343358 ,  -5.04071559407 ,  -0.291957218041 , 154.037991269 , -41.2680052626
160.219479527 ,  -40.8530489856 ,  -2.03309015758 ,  -23.5238180699 ,  -4.87344420128 ,  -0.18486935956 , 162.640138474 , -42.7036322341
158.152045073 ,  -52.0422621879 ,  -4.48176923693 ,  -25.3633769024 ,  -5.03096492158 ,  -0.357548563301 , 155.369775574 , -58.4236270857
157.468120918 ,  -63.2192075416 ,  -5.87034275009 ,  -25.9778850597 ,  -4.8335012384 ,  -0.211445523219 , 159.747190515 , -64.8246870817
155.404653292 ,  -71.2168955986 ,  -7.55499330731 ,  -25.4654203791 ,  -4.77600354436 ,  0.182417419917 , 155.385999895 , -69.1425368033
150.741981667 ,  -83.2102679366 ,  -10.3674899784 ,  -27.1985950176 ,  -4.96433084186 ,  0.0263509186654 , 146.571667803 , -89.7012950206
146.596592289 ,  -90.2831766208 ,  -12.36212786 ,  -25.3469514379 ,  -4.88669442528 ,  0.719425550311 , 146.19303689 , -83.7569665732
142.648073291 ,  -98.0968491002 ,  -13.7664550977 ,  -23.9277236741 ,  -4.65137347133 ,  1.23335680461 , 144.347173366 , -94.1348808978
137.570701589 ,  -105.866475031 ,  -15.630005483 ,  -23.5951808099 ,  -4.59890811045 ,  1.45840294056 , 136.197191698 , -106.095896903
131.444885453 ,  -115.649212961 ,  -17.3891404693 ,  -23.2177516804 ,  -4.42470957025 ,  1.64751222407 , 131.72021824 , -116.369792527
123.269158555 ,  -118.178209824 ,  -20.2399079563 ,  -19.7761829057 ,  -4.56930274886 ,  2.54060454003 , 118.145395642 , -107.545447945
113.362678517 ,  -124.034821956 ,  -23.1279661977 ,  -17.6741360533 ,  -4.61475888246 ,  2.98941049874 , 109.535615937 , -120.158520214
106.527646821 ,  -128.210219623 ,  -24.0872899644 ,  -15.5934752404 ,  -4.24248094712 ,  3.40750684188 , 108.769160301 , -124.373290034
96.731919515 ,  -131.054104695 ,  -26.1866740742 ,  -12.716507396 ,  -4.12599429096 ,  3.93510222507 , 94.7710452145 , -125.195098434
86.5669397639 ,  -128.320990375 ,  -27.903807293 ,  -6.95771214478 ,  -3.90132250364 ,  5.03866235237 , 85.9894770648 , -113.162167176
75.1980914451 ,  -128.797143863 ,  -30.0884609605 ,  -4.02330347615 ,  -3.80285171394 ,  5.36720729713 , 72.3636085607 , -124.731956362
66.9160186062 ,  -126.248348632 ,  -29.9897009237 ,  0.180286113551 ,  -3.16632273408 ,  5.92517659328 , 72.1994995745 , -118.098503361
58.4704627605 ,  -124.921184282 ,  -30.027543739 ,  2.92139155548 ,  -2.62742125654 ,  6.0858889338 , 62.3068528137 , -122.312564838
49.2748197357 ,  -121.049307803 ,  -29.3805057644 ,  6.90803388569 ,  -1.93528875185 ,  6.40304156206 , 55.241808451 , -115.775024319
39.3247149124 ,  -113.977402113 ,  -29.6577964223 ,  11.8181902492 ,  -1.5439668451 ,  6.92277293803 , 40.8282818526 , -104.898788145
27.3333995713 ,  -110.61565834 ,  -31.0468102516 ,  13.7891874747 ,  -1.43947661012 ,  6.69481989918 , 24.3189246929 , -112.338320866
19.2037426543 ,  -104.749625904 ,  -29.665372486 ,  16.6876255493 ,  -0.692293020885 ,  6.65289788407 , 26.017538344 , -103.252268847
11.3266130451 ,  -95.6374432142 ,  -28.2292661913 ,  20.8198186632 ,  -0.0103460244042 ,  6.87378584803 , 17.345961372 , -89.5794918366
2.94748276212 ,  -85.1804871666 ,  -26.955435829 ,  24.8823293783 ,  0.563316550157 ,  7.00190219636 , 7.45509287172 , -79.9775656158
-0.0651523296812 ,  -78.5880135713 ,  -22.7836855337 ,  25.9698165776 ,  1.73586998602 ,  6.40944524844 , 13.9153012849 , -83.9082342463
-3.90340670052 ,  -70.5199107466 ,  -19.601129371 ,  27.4903952623 ,  2.5438434433 ,  5.96229470072 , 5.13260206276 , -73.4396047639
-7.58253815921 ,  -61.4507973358 ,  -16.7139038119 ,  29.114408276 ,  3.18611948588 ,  5.56265584846 , -0.596152787918 , -63.4035531389
-9.60244308458 ,  -52.1464934968 ,  -13.1868884255 ,  30.3370561038 ,  3.8883044925 ,  5.08234748301 , -1.24229579294 , -55.1022045174
-12.8773689528 ,  -46.156083026 ,  -10.8111294234 ,  29.2000080554 ,  4.23076757703 ,  4.0887913493 , -9.60232918647 , -56.8894517212
-18.1046172048 ,  -38.3596949461 ,  -9.92317800735 ,  28.9661415983 ,  4.18226580061 ,  3.39701842969 , -20.5354803183 , -44.5647520606
-23.5359451881 ,  -30.3243332879 ,  -9.47198071433 ,  28.8150245894 ,  4.04097587074 ,  2.79430278799 , -27.310374363 , -35.2369917048
-29.4388845499 ,  -21.590111229 ,  -9.05331356071 ,  28.3323818868 ,  3.86251033001 ,  2.14168985847 , -33.5867553942 , -27.1238785084
Exiting due to keyboard interrupt.
