Mu X Pos,Mu Y Pos,Mu X Vel,Mu Y Vel,Mu X Acc,Mu Y Acc,Obs X Pos,Obs Y Pos
6.36740790891 ,  220.202857958 ,  -2.01627844577 ,  31.6419274026 ,  2.83898148449 ,  6.84063931305 , 27.6930878017 , 214.739886971
16.5174745343 ,  222.654068627 ,  5.34542536985 ,  29.7810942991 ,  4.5036181497 ,  5.6114373998 , 44.4670921798 , 207.140337422
25.4554044213 ,  220.843861129 ,  11.2101688083 ,  25.0767227337 ,  5.59906288522 ,  3.75206642371 , 44.7260193159 , 194.651635081
34.1067133629 ,  220.0607826 ,  16.187373341 ,  21.2890447014 ,  6.33771248049 ,  2.29467519888 , 48.2288449417 , 200.031306075
43.2389115928 ,  218.955449603 ,  20.7385594121 ,  17.3744580717 ,  6.84266084582 ,  0.934620028304 , 54.0291277601 , 200.392544489
51.9543126051 ,  213.413000487 ,  24.3167554904 ,  11.0083894437 ,  7.0146121429 ,  -0.897507099198 , 57.9744739556 , 187.09409836
62.5975688374 ,  208.451537936 ,  28.745536437 ,  5.90351280862 ,  7.40862401486 ,  -2.21867352282 , 72.9944958017 , 188.690170772
68.0220194886 ,  197.030061822 ,  29.3860255566 ,  -2.67128322076 ,  6.79902021279 ,  -4.26563585219 , 62.639982912 , 163.818362937
72.0644248607 ,  187.978910117 ,  28.8006422408 ,  -8.9653933282 ,  5.90137501832 ,  -5.51740297223 , 61.9426368922 , 166.546605061
74.1370915686 ,  177.630702888 ,  26.8110451361 ,  -15.35035237 ,  4.7151541626 ,  -6.64088265321 , 59.1140461182 , 157.34049072
70.6968077671 ,  170.032668229 ,  21.4960573217 ,  -19.2803080078 ,  2.80882834379 ,  -7.0234682144 , 43.1479453857 , 161.017587113
68.1209392923 ,  163.192308764 ,  17.0028501781 ,  -22.1542767002 ,  1.28082156217 ,  -7.06486646206 , 46.1739055052 , 159.277728744
67.3428895161 ,  155.577339321 ,  13.9977710987 ,  -25.0501850702 ,  0.27426503345 ,  -7.08567303316 , 53.3707317925 , 151.529485493
61.9768665196 ,  149.528623221 ,  8.33297384848 ,  -26.4414438497 ,  -1.29852568104 ,  -6.69020061308 , 38.2249168225 , 151.931821449
56.3385804541 ,  142.22494732 ,  3.09381508561 ,  -28.3418210008 ,  -2.60183626928 ,  -6.44918540113 , 36.0208862426 , 141.835254047
48.3057388005 ,  135.984473535 ,  -3.1259638753 ,  -29.1446218944 ,  -4.00699821706 ,  -5.92339915724 , 25.4864507559 , 140.009047982
41.6008256472 ,  134.877479658 ,  -7.85363493978 ,  -26.4396160158 ,  -4.87755149335 ,  -4.54397438447 , 26.7186182037 , 152.831893774
31.4657642293 ,  133.313425594 ,  -14.1301637641 ,  -24.1213686321 ,  -6.02884447929 ,  -3.38591792025 , 11.2133502522 , 148.029921544
21.4891796243 ,  134.08954514 ,  -19.5728686663 ,  -20.5340635457 ,  -6.84233682479 ,  -2.02219018197 , 5.62574068966 , 152.739571671
13.449333349 ,  136.971498756 ,  -23.0947689784 ,  -15.8059324309 ,  -7.0567566375 ,  -0.4973295113 , 6.64660815133 , 158.857065096
6.26299187063 ,  140.42554571 ,  -25.6027275614 ,  -11.1793801982 ,  -6.98139929416 ,  0.849276930484 , 3.6631133122 , 160.285892043
1.58086086328 ,  147.063176194 ,  -26.0832543029 ,  -4.9499437728 ,  -6.37196370085 ,  2.45991955302 , 7.48244557978 , 172.09253416
-2.41390728772 ,  157.513171709 ,  -25.8268679122 ,  3.06801204351 ,  -5.60418370412 ,  4.34305001273 , 5.9824411467 , 187.882798479
-4.52770040623 ,  165.18243474 ,  -24.3235702328 ,  8.47939039247 ,  -4.59254681538 ,  5.37256022546 , 8.00565734923 , 182.820217387
-5.70909434569 ,  175.677965337 ,  -22.2176378446 ,  15.0176587841 ,  -3.51299801144 ,  6.56016695731 , 8.23667710045 , 196.895627024
-5.3665752598 ,  184.795236547 ,  -19.1689941963 ,  19.9089376348 ,  -2.28612578211 ,  7.18148678617 , 11.2986064023 , 197.592271515
-2.44843926066 ,  193.818329505 ,  -14.7394703059 ,  24.0939555751 ,  -0.830765403621 ,  7.54067861555 , 18.5240591628 , 203.083840012
0.313730451073 ,  202.99679342 ,  -10.6055485116 ,  27.6217279752 ,  0.41189586927 ,  7.63329017193 , 18.109384568 , 208.416259681
3.58886073204 ,  209.490527296 ,  -6.68150595633 ,  29.0645771724 ,  1.47110619443 ,  7.20013238442 , 19.2278630263 , 206.915507102
10.4193278938 ,  215.035488624 ,  -0.915737669052 ,  29.5342218706 ,  2.87815927604 ,  6.53447384617 , 32.493415877 , 208.858925456
16.331585978 ,  217.877079415 ,  3.72063645482 ,  27.9454608457 ,  3.84148712892 ,  5.37808493521 , 31.901811868 , 203.826454464
26.9893209652 ,  221.968038206 ,  10.7308541834 ,  27.2370756773 ,  5.29417096027 ,  4.55744566306 , 51.5262167656 , 213.055306423
37.2047291434 ,  222.382201287 ,  16.6761969706 ,  24.0983983729 ,  6.30660450841 ,  3.18829755502 , 55.6681738887 , 204.297422476
44.6122610055 ,  219.457127332 ,  20.1186106044 ,  18.9736682528 ,  6.55437905707 ,  1.44364793033 , 51.4007809448 , 194.832845192
49.1848745672 ,  218.461652688 ,  21.3482904904 ,  15.5749212554 ,  6.21829046636 ,  0.309163859383 , 46.9534762966 , 202.83475231
54.7704214101 ,  211.466748249 ,  22.9130212943 ,  8.73013597165 ,  5.97705895654 ,  -1.57369452733 , 54.3081971494 , 182.697310518
60.6711959837 ,  203.997981589 ,  24.2266184369 ,  2.12734966888 ,  5.65198841476 ,  -3.19636801665 , 59.0926414852 , 178.735731487
67.7616782772 ,  194.860277055 ,  26.0522398014 ,  -4.75809815641 ,  5.47931745614 ,  -4.71623777625 , 68.9117663363 , 170.095393417
69.7070742477 ,  184.306940074 ,  24.2544002587 ,  -11.7794931461 ,  4.3859193078 ,  -6.08820126469 , 56.0274339833 , 160.991508352
71.0612982716 ,  175.627626596 ,  21.9516186942 ,  -16.7811602611 ,  3.24588808838 ,  -6.76855242162 , 56.6018775366 , 162.768691245
70.2526154522 ,  166.452535898 ,  18.5730730667 ,  -21.4322181631 ,  1.95952479786 ,  -7.28803081963 , 52.9378591482 , 155.297930115
65.1525989268 ,  157.623767611 ,  12.7934271729 ,  -25.2228434766 ,  0.201136418559 ,  -7.51361397166 , 39.4378816 , 150.430821762
59.7674939292 ,  152.367497046 ,  7.35324399869 ,  -26.2375231772 ,  -1.29273552861 ,  -6.99837085845 , 37.2809097795 , 156.697344451
54.113186845 ,  145.936238067 ,  2.24752122261 ,  -27.6401995899 ,  -2.54560923817 ,  -6.60060208142 , 34.6664403714 , 148.168809772
45.7460901219 ,  141.8788865 ,  -4.01941544385 ,  -27.1799233677 ,  -3.94635574978 ,  -5.74577579147 , 23.1130732105 , 151.377369734
38.2799664299 ,  138.486288721 ,  -9.02463422353 ,  -26.2079776382 ,  -4.87721619613 ,  -4.83631823142 , 22.2769963486 , 148.994891544
29.5903213499 ,  135.829490668 ,  -14.1859914591 ,  -24.7085820869 ,  -5.73362341589 ,  -3.86967314115 , 13.9352468781 , 147.481084136
20.0590457103 ,  139.952842357 ,  -19.1972485914 ,  -18.9301632624 ,  -6.43124965907 ,  -1.91396450445 , 6.26920411014 , 168.019580286
12.8561238171 ,  140.140418816 ,  -22.0747689215 ,  -16.0094156132 ,  -6.49458648156 ,  -0.862651464983 , 8.693139942 , 154.196073932
3.16392091787 ,  146.320918751 ,  -25.9959357364 ,  -9.62462617644 ,  -6.78438315388 ,  0.943605275803 , -5.13195949215 , 173.06955994
-1.62458728522 ,  152.356973417 ,  -26.4111527898 ,  -4.031532196 ,  -6.16651530186 ,  2.36251869187 , 4.26771154748 , 174.132232305
-6.54211457599 ,  159.301932553 ,  -26.6479617813 ,  1.57550367032 ,  -5.53947648427 ,  3.63120651709 , -0.530234845864 , 179.649886436
-8.66377897945 ,  169.968613682 ,  -24.9484565544 ,  8.87328471081 ,  -4.47265107166 ,  5.17624703518 , 4.64028978505 , 195.913563382
-11.2842252936 ,  179.809500185 ,  -23.5084085034 ,  14.8477412364 ,  -3.55557498887 ,  6.21005346559 , -0.214505269779 , 198.422971442
-11.0953010717 ,  188.278157324 ,  -20.2329805809 ,  19.2075983131 ,  -2.25285740278 ,  6.69835324215 , 6.39919561739 , 198.712539921
-7.33323699672 ,  197.29621212 ,  -14.9968745357 ,  23.2832747831 ,  -0.591587338405 ,  7.04191268452 , 16.4757273584 , 206.037436909
-3.42047753466 ,  203.155847486 ,  -10.1955519898 ,  24.8612407193 ,  0.78940206011 ,  6.71634335742 , 16.827978477 , 201.630468898
2.44300204261 ,  207.46824982 ,  -4.61383879256 ,  25.1064662939 ,  2.22027977086 ,  6.06277659693 , 24.3492570574 , 200.792890349
12.2797940074 ,  215.157928737 ,  2.85039640588 ,  27.2064053224 ,  3.9628262813 ,  5.91203772545 , 40.2851679379 , 216.814170102
20.9578552513 ,  220.312630857 ,  8.80852953154 ,  27.3152012359 ,  5.13422119088 ,  5.25332450307 , 40.7259141003 , 213.94267444
28.9042786109 ,  220.393770419 ,  13.6148466477 ,  24.1899551476 ,  5.88857061926 ,  3.84852991707 , 42.8913569771 , 201.604927895
39.8200029797 ,  220.858113963 ,  19.6317506229 ,  21.383282172 ,  6.83622606796 ,  2.64390823374 , 57.7876930977 , 204.897761087
47.3365566147 ,  218.098536804 ,  22.8187523426 ,  16.8043042135 ,  6.96729145172 ,  1.11547646797 , 52.7973377403 , 196.1708878
54.2204954018 ,  211.409506914 ,  25.0975790532 ,  10.1309951243 ,  6.82806971841 ,  -0.784675425092 , 55.705232733 , 182.50259034
61.0297898179 ,  204.899741425 ,  26.948798142 ,  4.21119333585 ,  6.57801580951 ,  -2.3027602617 , 61.0452610044 , 181.123165577
67.9051054498 ,  196.42379035 ,  28.4443582045 ,  -2.35753994764 ,  6.23472091467 ,  -3.82086948533 , 66.6656799303 , 171.637647376
70.8932068884 ,  191.916331634 ,  27.2303556312 ,  -5.77595612498 ,  5.23133953265 ,  -4.39157133569 , 58.7762697364 , 181.900416366
72.157841064 ,  182.156528147 ,  24.8055031774 ,  -12.0348378561 ,  3.99660059451 ,  -5.59055286151 , 56.0321949386 , 161.0997773
